Problem Description,Python Code,Source,Description Error,Error Label,Problem Augmented,Description Augmented
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,add together every digit in n,"def sum_digits_buggy(n):
    total = 0
    while n > 0:
        total += abs(n % 10)
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,add together every digit in n,"def sum_digits_buggy(n):
    total = 0
    while n > 0:
        total += n - (n // 10) * 10
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,find the digit sum of n,"def sum_digits_buggy(n):
    total = 0
    while n > 0:
        total = total + (n % 10)
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,find the digit sum of n,"def sum_digits_buggy(n):
    while n > 0:
        total = 0
        total += n % 10
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,find the digit sum of n,"def sum_digits_buggy(n):
    total = 0
    while n:
        total += n & 9 + (n & 1)
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,find the digit sum of n,"def sum_digits_buggy(n):
    total = 0
    while n > 0:
        total += abs(n % 10)
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,find the digit sum of n,"def sum_digits_buggy(n):
    total = 0
    while n > 0:
        total += n - (n // 10) * 10
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,compute the sum of n’s digits,"def sum_digits_buggy(n):
    total = 0
    while n > 0:
        total = total + (n % 10)
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,compute the sum of n’s digits,"def sum_digits_buggy(n):
    while n > 0:
        total = 0
        total += n % 10
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,compute the sum of n’s digits,"def sum_digits_buggy(n):
    total = 0
    while n:
        total += n & 9 + (n & 1)
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,compute the sum of n’s digits,"def sum_digits_buggy(n):
    total = 0
    while n > 0:
        total += abs(n % 10)
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,compute the sum of n’s digits,"def sum_digits_buggy(n):
    total = 0
    while n > 0:
        total += n - (n // 10) * 10
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,determine the total value of n’s digits,"def sum_digits_buggy(n):
    total = 0
    while n > 0:
        total = total + (n % 10)
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,determine the total value of n’s digits,"def sum_digits_buggy(n):
    while n > 0:
        total = 0
        total += n % 10
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,determine the total value of n’s digits,"def sum_digits_buggy(n):
    total = 0
    while n:
        total += n & 9 + (n & 1)
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,determine the total value of n’s digits,"def sum_digits_buggy(n):
    total = 0
    while n > 0:
        total += abs(n % 10)
    return total"
Sum all digits of n,def sum_digits_buggy(n):\n    total = 0\n    while n > 0:\n        total += n % 10\n        # missing n //= 10\n    return total,"Classic digit-processing error, Python/Codeforces",missing update of n,2,determine the total value of n’s digits,"def sum_digits_buggy(n):
    total = 0
    while n > 0:
        total += n - (n // 10) * 10
    return total"
Count how many times 5 can be subtracted from n,def count_subtract_5_buggy(n):\n    count = 0\n    while n >= 5:\n        count += 1\n        # missing n -= 5\n    return count,Common mistake in decrement loops (CodeNet/Codeforces),n is not updated,2,Determine how many times 5 fits into n,"def count_subtract_5_buggy(n):
    count = 0
    while n >= 5:
        count = count + 1
    return count"
Count how many times 5 can be subtracted from n,def count_subtract_5_buggy(n):\n    count = 0\n    while n >= 5:\n        count += 1\n        # missing n -= 5\n    return count,Common mistake in decrement loops (CodeNet/Codeforces),n is not updated,2,Determine how many times 5 fits into n,"def count_subtract_5_buggy(n):
    c = 0
    while n >= 5:
        c += 1
    return c"
Count how many times 5 can be subtracted from n,def count_subtract_5_buggy(n):\n    count = 0\n    while n >= 5:\n        count += 1\n        # missing n -= 5\n    return count,Common mistake in decrement loops (CodeNet/Codeforces),n is not updated,2,Determine how many times 5 fits into n,"def count_subtract_5_buggy(n):
    while n >= 5:
        if 'count' not in locals():
            count = 0
        count += 1
    return count"
Count how many times 5 can be subtracted from n,def count_subtract_5_buggy(n):\n    count = 0\n    while n >= 5:\n        count += 1\n        # missing n -= 5\n    return count,Common mistake in decrement loops (CodeNet/Codeforces),n is not updated,2,Determine how many times 5 fits into n,"def count_subtract_5_buggy(number):
    result = 0
    while number >= 5:
        result = result + 1
    return result"
Count how many times 5 can be subtracted from n,def count_subtract_5_buggy(n):\n    count = 0\n    while n >= 5:\n        count += 1\n        # missing n -= 5\n    return count,Common mistake in decrement loops (CodeNet/Codeforces),n is not updated,2,Determine how many times 5 fits into n,"def count_subtract_5_buggy(num):
    answer = 0
    while not num < 5:
        answer += 1
    return answer"
Count how many times 5 can be subtracted from n,def count_subtract_5_buggy(n):\n    count = 0\n    while n >= 5:\n        count += 1\n        # missing n -= 5\n    return count,Common mistake in decrement loops (CodeNet/Codeforces),n is not updated,2,calculate the number of times 5 can be taken away from n,"def count_subtract_5_buggy(n):
    count = 0
    while n >= 5:
        count = count + 1
    return count"
Count how many times 5 can be subtracted from n,def count_subtract_5_buggy(n):\n    count = 0\n    while n >= 5:\n        count += 1\n        # missing n -= 5\n    return count,Common mistake in decrement loops (CodeNet/Codeforces),n is not updated,2,calculate the number of times 5 can be taken away from n,"def count_subtract_5_buggy(n):
    c = 0
    while n >= 5:
        c += 1
    return c"
